8,5,1,fC!@bCf
8,5,2,2`%<
8,5,2,f$C![
8,5,2,fBcCb.@f
8,5,2,h%^`f
8,5,2,fC!..k
8,5,2,-;#Bg
8,5,2,2c^b^f
8,5,2,h0@bCf
8,5,2,fCb.@k
8,5,2,gBb^d9
8,5,2,gBc@d9
8,5,2,fB%B.k
8,5,2,k@;g
8,5,2,g@)d9
8,5,2,h=c@f
8,5,2,gBc@b^f
8,5,2,gBbCc.9
8,5,2,kB%B9
8,5,2,f^c@k
8,5,3,2%^b^f
8,5,3,g#Bc@9
8,5,3,f$B%B9
8,5,3,f@#Bc[
8,5,3,2#Bb@9
8,5,3,f^b^d9
8,5,3,2%^c@f
8,5,3,h%^*9
8,5,3,f$B%^f
8,5,3,f$Cb@9
8,5,3,f+%C*9
8,5,3,fB%B%<
8,5,3,f.#C]9
8,5,3,f@%Bc@g
8,5,3,g.%Cb^f
8,5,3,g#^]9
8,6,2,mB.0!bDg
8,6,2,o$^cCg
8,6,2,j/&b(g
8,6,2,mB)$.j
8,6,2,n^dBd<
8,6,2,gC%B)&|
8,6,2,i1B).m
8,6,2,g/&.o
8,6,2,gC0eB.n
8,6,2,8eB#Be<
8,6,2,8dB#C.m
8,6,2,gB;e.p
8,6,2,7&#^&g
8,6,2,h^bDd@m
8,6,2,gB;&e.j
8,6,2,g^&e.n
8,6,2,h1Cc.o
8,6,3,h/eCb@<
8,6,3,m@#Be|
8,6,3,h@c^)=i
8,6,3,gC0^bCe<
8,6,3,h@dB;e|
8,6,3,g+#CdB;i
8,6,3,gC0@%Cn
8,6,3,g.@%DbC&h
8,6,3,m1B#@i
8,6,3,g%0!bDb4h
8,6,3,g@.%D]~cCg
8,6,3,g^#C*.n
8,6,3,g1C%C*a<
8,6,3,g.$D]e|
8,6,3,hB%^=&h
8,6,3,h@cCcC%.j
8,6,3,8&a%(c^g
8,6,3,g1C%C=h
8,6,3,8a;@bDbC[
8,6,4,n@$Bc@[
8,6,4,g@$C*a%(g
8,6,4,7cC%^#|
8,6,4,g(*~]a%@<
8,6,4,m@.#Cb(g
8,6,4,g+#DbCd@[
8,6,4,7c^#B#|
8,6,4,m@#Bd@<
8,6,4,g^;#Cc^h
8,6,4,g@#BdBd@<
8,6,4,m@$Cb^[
8,6,4,nB#^c@[
8,6,4,g%%D]d.|
8,6,4,g^;#(bCh
8,6,4,g^#BdB#|
8,6,4,g^%B&d^[
8,6,5,2.#CcC%^[
8,6,5,g+#C%Cc^[
8,6,5,h@%^cC%@i
8,6,5,i.%(cCb^[
8,6,5,h+#Cb(b^[
8,6,5,g4%CcC%^[
8,6,5,g+#CcC%^[
8,6,5,g+#C%C%(g
8,6,5,h+%(cCb^[
8,6,5,g+.%DbCc^[
8,6,5,h@%(bCc+<
8,7,3,iC)~%5*!]b<
8,7,3,hC;_*_cEb%|
8,7,3,o9Ca%+C&i
8,7,3,{-a%Eb^~`a<
8,7,3,i^%D*fDf|
8,7,3,i1D`~`_*@<
8,7,3,rA%@~dC&|
8,7,3,{)@)~#Eb%Bh
8,7,3,i(`&e^f.j
8,7,3,h@b%E-cDc.k
8,7,3,7eD`~*!c+@<
8,7,3,{#D*~dC#.l
8,7,3,k#Dc@~)~`a|
8,7,4,h.1BeE]e^|
8,7,4,oA.$CdB$@k
8,7,4,k.1Bc(-f<
8,7,4,h.--c%Eb4a<
8,7,4,q.-fB#^<
8,7,4,h.-fD%Cd+.j
8,7,4,h4dC.%Ef.o
8,7,4,hC;a@%Df.p
8,7,4,o(;eBe@.j
8,7,4,p^%CeC%@k
8,7,4,k.1Bc(b5dBi
8,7,4,j1@dCeC#.k
8,7,4,o@$B-e(<
8,7,4,i9C%(=-j
8,7,4,j9Cb5`~*+<
8,7,4,h(#C;-f.k
8,7,4,h(#C;f.r
8,7,4,hC#C)~)~d.^<
8,7,5,h9D%Dc0e@<
8,7,5,o.1C#Cd(<
8,7,5,h@.=~dDcCe@<
8,7,5,h^.#D*!c0f<
8,7,5,i%%5]_]@/i
8,7,5,h^$Ba#D*b#.k
8,7,5,h@$@eE]e@.j
8,7,5,hD%D%(-d^<
8,7,5,o%#D`@%D<
8,7,5,k$4dCdB.%5h
8,7,5,i1(cD%()a|
8,7,5,l%5cDb@+.o
8,7,5,i.@%D)~dCc^|
8,7,5,k#(c@~cD%@k
16,7,5,iB$Cc(%Dc%|
16,7,5,oB@%Dc0$^h
16,7,5,l#0cD*~%(<
16,7,5,hD%D%^$Bf.j
16,7,5,h9C$B$Bd^|
16,7,5,i@1C)e^e@<
16,7,5,h^a#@~bE]!c%<
16,7,5,o.@;aCbC#.l
16,7,5,j$^eDb^d@.j
16,7,5,i^%^&1Db@k
16,7,5,hB+%Eb5b(.o
16,7,5,r.%5]_b^|
16,7,5,j@c(dC#@f.j
16,7,5,h@-b%C@b5b^j
16,7,5,iBd5b(#C#.k
16,7,5,p^%^eBd^|
16,7,5,o^$Db@@/i
16,7,6,h0`@c@~#Dc%<
16,7,6,k#($Cc().<
16,7,6,i15bC@bEb^.<
16,7,6,7!b5]@0^c4|
16,7,6,h(#B$Cc@@e@i
16,7,6,i.1Db^#(f|
16,7,6,7a#(cDcD%.@|
16,7,6,i^%(dD].#.l
16,7,6,j4b^~b5bEb+.@h
16,7,6,i+Bb(%D%Cd^|
16,7,6,h4a%Eb.^%D.o
16,7,6,h@$5bEbD0.^h
16,7,6,h^$B.%5)a=j
16,7,6,i@#^eD*+%5h
16,7,6,hC$B.%5bEb#<
16,7,6,j@%Dc+BcD%+^h
16,7,6,j@%D%DcC$@|
16,7,6,k$4dCc(#^<
16,7,6,h@.$DcC)~d.@<
16,7,6,h@1C%D`a#..k
16,7,6,h(%@~%E]b#.k
16,8,3,qB1BfDd@~e4k
16,8,3,k@fBeDd0g.r
16,8,3,}&@b%F!)bC!g|
16,8,3,j.2gD%C@`!cEj
16,8,3,z(dB~`4g.j
16,8,3,lBd(1C&f(q
16,8,3,{22!#DdD#.m
16,8,3,iBfC$D$@22l
16,8,3,{2_;~&_dDf..j
16,8,3,k.9DdB)_dDd.n
16,8,4,i[F!^#CfB.s
16,8,4,"dD1BfBfB$(|
16,8,4,j@fBfBfB/f@.l
16,8,4,{1^f^g>a
16,8,4,v$(fBf@g|
16,8,4,i.2gE`!c.0f@j
16,8,4,mAe^fB/e^.r
16,8,4,n9@fBe^2g|
16,8,4,{fE%B@dD)b$.n
16,8,4,k@a$D)!d%.y
16,8,4,qBc;a^*!%5r
16,8,4,zb1^fDd..k
16,8,4,u$(cC~&~e.@j
16,8,4,i@9D#@222l
16,8,4,i@~eEb(f@>
16,8,4,zc$0dDc^.k
16,8,5,q[C$Bf@f@.l
16,8,5,q[B.$B~dDd^.k
16,8,5,i5#D;2f5.q
16,8,5,j@$+DbC$D>
16,8,5,y.@=_#Df.l
16,8,5,u$($Dc(f@j
16,8,5,j%$D)~=~&~d(.j
16,8,5,j@2gC$(c^.r
16,8,5,uA%5&a1Dc(|
16,8,6,j^#^e6bC$@2m
16,8,6,k1^a$DcEc5f..j
16,8,6,i4eD#+BdD)4f^|
16,8,6,i6*~a;@eD%^g.l
16,8,6,s1C$6bCe.^.j
16,8,6,i[B(b6*(**b@c|
16,8,6,l$B(bFcEb@@@g|
16,8,6,k.9BfBd(eD#(|
16,8,6,qA.-c#EcC@%.^k
16,8,6,i(=1C.#EcEe^j
16,8,6,j.@eD#D#Ec;g|
16,8,6,k^$(dBa$DbE%B.l
16,9,4,sD@/~eD&b1C.t
16,9,4,j.8b@#GbFg@88k
16,9,4,kB1CfF0.@888m
16,9,4,oAc=*aDcF0a4dEh.l
16,9,4,"f4fF0aD0~!c4!eDk
16,9,4,l#=*bCa^!a%BbG28k
16,9,4,zbC-a%#F%F2.k
16,9,4,k@!dB!dEd(.2h.u
16,9,4,o.888c6e(1Dj
16,9,4,v.$5dB_)])!&b.m
16,9,4,k@.2hDd^~-_e.v
16,9,4,t5-~`?`?cF%.4m
16,9,4,k[C1BgE8g@.t
16,9,4,n.8-@dE-~fD$.n
16,9,4,l.8fD@0_~*aD*a.-p
16,9,4,p$;)*b+EbD!*d;o
16,9,4,l.8[EdB!c(@eB~-~j
16,9,5,m@a1D!4!!^!bG!b(bEl
16,9,5,}a9DeDd6#D=hE.j
16,9,5,k@gBb=~@)?cF*bCc%.m
16,9,5,k+@eFeDc5gBf^h.k
16,9,5,}8c=*)%BbGbC]b+%.k
16,9,5,}8b@%6e(8g@gBk
16,9,5,l5dDgBd5eD$+.u
16,9,5,t^.-fGbDeB~e.+.m
16,9,5,l(=!&!eDd@^.-8l
